t,ls,alt,vel,ax,ay,az,hax,hay,haz
366583,20,0.82,-0.06,0.25,0.32,9.72,-0.96,-2.88,7.69
366685,20,0.80,-0.08,0.21,0.32,9.72,-1.44,-1.92,8.17
366787,20,0.81,-0.05,0.21,0.32,9.72,0.00,-2.40,8.17
366889,20,0.84,-0.01,0.21,0.32,9.76,0.48,-0.48,8.65
366992,20,0.83,-0.02,0.25,0.32,9.72,-0.96,-0.96,10.57
367094,20,0.88,0.05,0.21,0.32,9.72,0.48,-3.36,8.65
367196,20,0.88,0.05,0.21,0.32,9.76,0.00,-0.96,8.65
367401,20,0.97,0.16,0.21,0.32,9.76,-0.48,-2.40,6.73
367503,20,0.98,0.16,0.21,0.32,9.72,0.48,-1.44,8.17
367605,20,0.99,0.17,0.21,0.28,9.72,-0.48,-1.92,6.73
367707,20,1.00,0.16,0.21,0.32,9.76,-0.96,-1.44,8.17
367809,20,1.01,0.17,0.21,0.32,9.72,0.48,-2.40,9.13
367911,20,1.06,0.22,0.21,0.32,9.72,0.48,-2.88,8.65
368013,20,1.10,0.25,0.21,0.36,9.76,0.96,-0.96,10.09
368115,20,1.10,0.23,0.21,0.36,9.76,-0.96,-1.92,8.65
368321,20,1.12,0.20,0.21,0.32,9.76,0.00,-2.40,9.13
368428,20,1.09,0.14,0.21,0.28,9.72,0.00,-0.96,8.17
368529,20,1.07,0.09,0.25,0.32,9.72,-0.48,-0.96,8.17
368631,20,1.10,0.13,0.21,0.32,9.72,-0.48,-1.92,8.17
368733,20,1.05,0.04,0.21,0.32,9.76,0.96,-1.92,8.65
368835,20,1.00,-0.05,0.25,0.32,9.76,0.48,-2.40,9.13
368937,20,0.98,-0.07,0.21,0.32,9.76,-0.96,-1.92,7.69
369039,20,0.95,-0.12,0.17,0.36,9.72,0.00,-2.88,6.73
369141,20,0.91,-0.16,0.25,0.32,9.76,0.48,-0.48,8.17
369345,20,0.93,-0.11,0.17,0.32,9.72,0.00,-1.44,8.65
369447,20,0.90,-0.13,0.25,0.28,9.72,0.48,-1.44,7.21
369549,20,0.92,-0.10,0.25,0.32,9.76,0.48,-2.40,9.13
369651,20,0.94,-0.07,0.17,0.32,9.72,0.00,-2.40,8.65
369753,20,0.95,-0.03,0.25,0.36,9.76,0.48,-2.88,10.09
369855,20,0.95,-0.05,0.21,0.32,9.76,0.00,-0.48,9.61
369957,20,0.91,-0.10,0.17,0.36,9.76,0.96,-2.40,8.65
370058,20,0.93,-0.06,0.25,0.32,9.76,0.00,-1.92,9.13
370160,20,0.86,-0.15,0.21,0.32,9.76,1.44,-3.36,6.25
370365,20,0.86,-0.12,0.21,0.36,9.72,-0.48,-1.44,9.13
370467,20,0.89,-0.07,0.25,0.32,9.72,0.96,-1.92,8.17
370569,20,0.84,-0.13,0.17,0.36,9.76,0.48,-0.48,9.13
370671,20,0.78,-0.21,0.21,0.32,9.72,-0.96,-0.48,10.57
370773,20,0.77,-0.20,0.32,0.40,9.72,0.00,-1.92,9.13
370875,20,0.77,-0.18,0.25,0.28,9.95,-0.48,-0.96,13.45
370977,20,0.75,-0.19,0.32,0.36,9.84,0.48,-0.96,7.21
371079,20,0.72,-0.21,0.29,0.32,9.80,0.00,-5.77,8.17
371287,20,0.75,-0.12,0.25,0.32,9.72,1.92,-0.48,29.31
371394,20,0.75,-0.10,0.21,0.28,9.76,0.96,-2.40,8.65
371495,20,0.78,-0.05,0.21,0.28,9.72,-0.96,-0.96,9.13
371597,20,0.81,0.00,0.21,0.32,9.72,-0.96,-1.92,8.17
371699,20,0.83,0.04,0.21,0.36,9.72,-0.48,-2.40,7.69
371802,20,0.81,0.00,0.25,0.32,9.72,0.00,-2.88,8.17
371904,20,0.83,0.05,0.21,0.36,9.72,0.00,-3.84,8.65
372006,20,0.88,0.11,0.21,0.32,9.72,0.48,-0.96,10.57
372108,20,0.87,0.09,0.21,0.32,9.76,0.48,-2.88,8.17
372312,20,0.93,0.15,0.25,0.28,9.76,0.00,-1.92,8.17
372414,20,0.93,0.14,0.21,0.36,9.72,-0.48,-0.96,9.13
372516,20,0.89,0.07,0.21,0.32,9.72,0.00,-0.48,8.65
372618,20,0.87,0.04,0.21,0.32,9.72,2.40,-3.36,7.21
372720,20,0.90,0.08,0.21,0.32,9.76,0.96,-1.92,8.17
372823,20,0.88,0.04,0.17,0.36,9.72,-0.48,-2.40,8.65
372925,20,0.83,-0.03,0.21,0.32,9.76,0.48,-3.36,7.69
373028,20,0.79,-0.08,0.25,0.32,9.72,0.48,-0.96,9.61
373130,20,0.80,-0.07,0.21,0.36,9.72,0.00,-1.44,8.65
373338,20,0.79,-0.07,0.25,0.32,9.72,0.48,-1.92,7.69
373449,20,0.78,-0.08,0.21,0.32,9.76,0.96,-2.88,10.57
373551,20,0.77,-0.09,0.21,0.36,9.76,-0.48,-2.40,7.69
373653,20,0.76,-0.10,0.21,0.32,9.72,-1.44,-1.44,8.17
373755,20,0.77,-0.07,0.17,0.36,9.72,0.48,-1.44,8.65
373857,20,0.77,-0.05,0.21,0.28,9.76,0.48,-1.44,7.69
373959,20,0.77,-0.04,0.21,0.32,9.72,-0.48,-1.44,7.69
374060,20,0.78,-0.02,0.17,0.32,9.76,0.00,-0.48,10.09
374162,20,0.77,-0.05,0.21,0.32,9.72,0.00,-1.44,9.13
374366,20,0.79,0.00,0.21,0.32,9.72,0.48,-3.36,8.17
374472,20,0.79,0.01,0.25,0.28,9.72,0.48,-0.48,8.17
374573,20,0.82,0.05,0.21,0.32,9.72,0.96,-1.92,9.61
374675,20,0.81,0.03,0.21,0.32,9.76,0.48,-0.96,9.13
374777,20,0.79,-0.01,0.17,0.36,9.72,-0.48,-1.44,9.13
374879,20,0.82,0.04,0.21,0.32,9.72,0.48,-1.44,9.13
374981,20,0.84,0.07,0.21,0.32,9.76,0.48,-2.40,7.21
375083,20,0.86,0.09,0.17,0.32,9.72,0.00,-0.48,8.17
375185,20,0.84,0.06,0.21,0.32,9.72,1.92,-1.44,6.73
375390,20,0.80,-0.01,0.25,0.36,9.72,0.48,-1.92,9.61
375492,20,0.81,0.00,0.21,0.32,9.72,0.00,-2.40,9.13
375594,20,0.83,0.04,0.25,0.32,9.72,0.48,-0.48,11.05
375696,20,0.76,-0.07,0.17,0.36,9.76,0.48,-1.44,10.09
375798,20,0.77,-0.05,0.21,0.32,9.76,-0.48,-1.92,8.65
375900,20,0.78,-0.02,0.21,0.32,9.72,0.48,-2.40,9.61
376002,20,0.79,-0.01,0.21,0.32,9.72,-0.96,-2.88,8.17
376104,20,0.82,0.04,0.21,0.32,9.72,-0.48,-0.96,5.77
376309,20,0.80,0.01,0.21,0.36,9.76,0.96,-1.44,7.69
376415,20,0.86,0.10,0.21,0.32,9.72,-0.96,-1.44,8.17
376516,20,0.86,0.10,0.25,0.32,9.76,-0.96,-1.44,8.65
376618,20,0.85,0.06,0.29,0.28,9.76,-0.96,-2.40,8.17
376720,20,0.83,0.03,0.25,0.32,9.72,-0.96,-1.44,8.17
376822,20,0.85,0.05,0.25,0.32,9.72,0.00,-2.88,8.17
376924,20,0.85,0.04,0.25,0.36,9.76,-1.44,-0.96,8.65
377026,20,0.88,0.09,0.17,0.32,9.72,-0.48,-0.96,9.13
377128,20,0.86,0.05,0.17,0.36,9.76,0.00,-2.88,9.13
377332,20,0.88,0.07,0.17,0.32,9.76,0.00,-2.88,9.13
377434,20,0.93,0.13,0.17,0.32,9.72,0.00,-2.40,8.65
377536,20,0.93,0.11,0.25,0.32,9.72,0.00,-0.48,9.13
377637,20,0.94,0.12,0.25,0.32,9.68,-0.48,-0.48,8.65
377740,20,0.93,0.09,0.25,0.32,9.76,1.92,-2.88,8.17
377841,20,0.93,0.08,0.25,0.32,9.72,-0.48,-1.44,7.69
377943,20,0.89,0.02,0.25,0.32,9.72,-0.48,-1.44,9.13
378045,20,0.95,0.09,0.25,0.36,9.76,1.44,-1.44,8.65
378147,20,0.98,0.12,0.21,0.36,9.76,-0.96,-3.84,10.09
378352,20,1.03,0.16,0.21,0.32,9.76,0.48,-2.40,6.73
378454,20,1.06,0.19,0.17,0.32,9.72,0.96,-1.44,8.65
378556,20,1.00,0.08,0.13,0.36,9.72,-1.44,-1.92,8.65
378658,20,0.98,0.04,0.21,0.32,9.72,-1.44,-1.92,7.69
378760,20,1.00,0.07,0.21,0.32,9.76,-0.48,-2.40,8.17
378862,20,1.05,0.13,0.25,0.32,9.68,0.00,-1.92,7.69
378964,20,1.08,0.15,0.25,0.32,9.76,0.96,-1.92,10.57
379066,20,1.09,0.15,0.25,0.32,9.72,0.96,-1.92,10.09
379271,20,1.13,0.16,0.25,0.36,9.72,0.96,-1.44,8.17
379378,20,1.13,0.14,0.21,0.32,9.76,1.44,-1.92,7.21
379479,20,1.14,0.15,0.25,0.43,9.61,-0.48,-1.92,11.53
379581,20,1.12,0.09,0.29,0.36,9.87,1.44,-2.40,8.65
379683,20,1.09,0.04,0.25,0.40,9.68,-3.36,-1.92,6.25
379785,20,1.07,0.01,0.25,0.28,9.84,-1.44,-1.44,12.01
379887,20,1.03,-0.06,0.25,0.40,9.68,0.48,1.92,25.95
379989,20,1.05,-0.04,0.25,0.32,9.68,1.92,0.00,17.78
380091,20,1.07,-0.01,0.21,0.28,9.76,0.48,-2.88,8.65
380296,20,1.05,-0.03,0.25,0.32,9.76,0.00,-1.92,7.21
380397,20,1.01,-0.10,0.25,0.32,9.72,0.00,-1.92,8.17
380500,20,1.00,-0.10,0.21,0.28,9.72,0.00,-1.44,6.73
380602,20,1.00,-0.09,0.21,0.36,9.72,-0.96,-2.40,7.69
380705,20,1.02,-0.06,0.21,0.32,9.72,0.00,-1.92,6.73
380807,20,1.01,-0.06,0.17,0.32,9.76,-0.96,-1.92,8.17
380910,20,1.02,-0.05,0.21,0.32,9.72,0.00,-1.92,7.69
381013,20,0.99,-0.09,0.21,0.32,9.76,-0.48,-2.40,7.69
381115,20,1.01,-0.04,0.21,0.32,9.72,0.96,-3.36,9.61
381319,20,1.02,-0.03,0.21,0.32,9.72,-0.48,-1.92,10.57
381421,20,0.99,-0.07,0.25,0.36,9.72,-0.48,-1.44,9.61
381523,20,0.99,-0.07,0.25,0.32,9.72,0.48,-2.40,8.65
381625,20,1.00,-0.04,0.21,0.28,9.72,-1.44,-1.92,7.69
381727,20,0.97,-0.09,0.25,0.32,9.76,0.00,-2.88,7.69
381829,20,0.97,-0.07,0.21,0.36,9.76,0.00,-1.44,7.21
381931,20,0.95,-0.09,0.21,0.32,9.72,-0.48,-0.96,8.17
382034,20,0.99,-0.02,0.21,0.36,9.76,1.44,-3.36,10.57
382239,20,1.02,0.02,0.21,0.32,9.72,0.96,-0.96,10.09
382344,20,1.01,0.01,0.21,0.32,9.72,0.96,-2.40,9.61
382445,20,1.02,0.01,0.21,0.32,9.72,0.00,-2.40,10.09
382547,20,1.03,0.03,0.21,0.32,9.72,0.48,-2.88,9.61
382649,20,1.02,0.01,0.25,0.32,9.76,-0.48,-2.88,9.13
382751,20,1.05,0.06,0.21,0.32,9.72,0.96,-1.92,5.77
382853,20,1.07,0.08,0.21,0.32,9.76,1.44,-1.92,7.69
382955,20,1.07,0.07,0.21,0.32,9.72,0.96,-2.88,9.61
383057,20,1.09,0.10,0.21,0.32,9.72,-0.48,-2.40,8.17
383261,20,1.07,0.05,0.21,0.36,9.76,1.92,-1.92,9.61
383363,20,1.03,-0.01,0.21,0.32,9.72,0.96,-2.88,9.13
383465,20,1.03,-0.01,0.17,0.32,9.72,0.96,-1.92,8.17
383567,20,1.06,0.04,0.21,0.32,9.72,0.00,-2.88,8.65
383669,20,1.06,0.02,0.21,0.32,9.72,-0.48,-1.92,7.21
383772,20,1.06,0.02,0.21,0.32,9.76,0.48,-1.44,9.13
383874,20,1.07,0.03,0.21,0.32,9.72,0.00,-2.88,7.69
383976,20,1.08,0.03,0.17,0.32,9.76,-0.48,-1.44,9.61
384078,20,1.09,0.05,0.17,0.32,9.76,0.00,-3.84,8.17
384284,20,1.06,0.00,0.21,0.32,9.76,0.96,-1.44,7.21
384386,20,1.08,0.03,0.21,0.32,9.76,0.48,-2.40,8.17
384488,20,1.07,0.01,0.25,0.32,9.76,0.96,-1.44,8.17
384591,20,1.10,0.06,0.21,0.32,9.72,0.96,-3.84,8.65
384692,20,1.12,0.07,0.17,0.36,9.72,-0.48,-0.96,7.69
384795,20,1.11,0.04,0.17,0.32,9.72,1.92,-1.92,8.65
384897,20,1.12,0.06,0.21,0.28,9.76,1.44,-2.40,8.17
385000,20,1.07,-0.02,0.17,0.32,9.72,-0.48,-0.96,9.13
385204,20,1.06,-0.03,0.25,0.32,9.76,0.48,-1.44,8.17
385309,20,1.06,-0.03,0.21,0.32,9.76,-0.96,-0.48,9.61
385411,20,1.02,-0.09,0.21,0.32,9.72,0.48,-0.96,10.09
385513,20,0.98,-0.14,0.21,0.36,9.76,0.96,-1.92,9.13
385615,20,1.00,-0.10,0.21,0.32,9.72,0.00,-1.44,7.21
385717,20,0.95,-0.16,0.21,0.32,9.72,0.96,-1.92,8.65
385819,20,0.95,-0.14,0.21,0.32,9.76,1.44,-3.36,7.21
385921,20,0.97,-0.11,0.21,0.32,9.76,0.96,-1.92,9.61
386023,20,0.97,-0.09,0.21,0.32,9.76,-0.48,-1.44,9.13
386229,20,0.99,-0.04,0.21,0.32,9.72,0.48,-0.96,7.69
386333,20,0.98,-0.05,0.21,0.32,9.72,0.48,-0.96,9.13
386434,20,0.97,-0.06,0.21,0.32,9.72,0.96,-1.92,9.61
386536,20,0.99,-0.03,0.21,0.36,9.76,-0.96,-1.92,9.61
386638,20,0.96,-0.07,0.21,0.32,9.76,-0.96,-2.40,7.69
386740,20,0.96,-0.07,0.21,0.32,9.72,-1.44,-1.44,8.65
386842,20,0.94,-0.08,0.21,0.32,9.72,0.00,-1.44,9.61
386944,20,0.95,-0.05,0.21,0.32,9.76,0.48,-2.40,8.17
387046,20,0.95,-0.05,0.21,0.36,9.72,0.48,-2.40,7.21
387254,20,0.83,-0.20,0.17,0.28,9.72,0.48,-0.96,8.65
387365,20,0.76,-0.28,0.21,0.32,9.76,0.48,-1.92,7.69
387466,20,0.72,-0.31,0.21,0.32,9.76,1.92,-2.40,8.65
387568,20,0.71,-0.28,0.21,0.32,9.76,-0.48,-2.40,9.13
387670,20,0.73,-0.23,0.25,0.32,9.76,-0.96,-0.96,8.17
387772,20,0.74,-0.19,0.25,0.32,9.76,1.44,-2.88,8.17
387874,20,0.78,-0.11,0.21,0.28,9.80,0.48,-2.88,7.69
387976,20,0.79,-0.09,0.25,0.32,9.76,0.48,-1.92,7.69
388078,20,0.80,-0.05,0.21,0.32,9.72,1.44,-3.36,8.65
388283,20,0.78,-0.06,0.25,0.47,9.60,-1.44,-0.96,9.13
388384,20,0.81,-0.01,0.25,0.24,9.91,-2.88,-2.88,6.25
388487,20,0.82,0.01,0.21,0.40,9.68,-1.92,-0.96,10.57
388589,20,0.83,0.03,0.25,0.32,9.80,-1.44,0.48,4.32
388691,20,0.81,0.00,0.25,0.36,9.72,-1.44,-1.44,-4.81
388793,20,0.84,0.04,0.25,0.36,9.72,-1.44,-6.25,-8.17
388895,20,0.80,-0.02,0.29,0.28,9.72,0.00,-2.40,9.13
388997,20,0.85,0.07,0.21,0.32,9.72,0.48,-1.92,7.69
389100,20,0.86,0.06,0.25,0.32,9.72,0.48,-1.44,10.09
389304,20,0.87,0.08,0.25,0.32,9.72,0.96,-0.96,7.69
389406,20,0.84,0.03,0.29,0.36,9.76,0.48,-2.40,7.69
389508,20,0.83,0.02,0.25,0.32,9.68,0.48,-2.88,9.13
389609,20,0.82,0.00,0.25,0.36,9.72,-0.48,-3.36,8.65
389711,20,0.74,-0.11,0.17,0.32,9.76,0.48,-1.92,8.65
389813,20,0.61,-0.29,0.17,0.32,9.72,2.40,-0.96,7.69
389915,20,0.57,-0.31,0.21,0.28,9.72,0.96,-2.88,8.65
390017,20,0.62,-0.21,0.21,0.32,9.72,0.48,-1.44,8.17
390221,20,0.67,-0.10,0.32,0.28,9.76,1.92,-1.92,8.17
390322,20,0.63,-0.15,0.40,0.32,9.72,0.48,-1.92,8.65
390424,20,0.53,-0.28,0.36,0.40,9.76,-0.48,-3.36,9.13
390526,20,0.54,-0.23,0.17,0.36,9.72,1.44,-1.92,8.17
390628,20,0.57,-0.15,0.17,0.28,9.72,0.48,-0.96,8.17
390730,20,0.60,-0.09,0.02,0.36,9.76,0.00,-1.44,8.17
390832,20,0.57,-0.12,0.21,0.28,9.72,1.44,-1.92,11.05
390935,20,0.64,0.00,0.13,0.32,9.76,-0.48,-0.96,9.13
391139,20,0.64,0.02,0.09,0.32,9.76,-0.48,-1.44,9.13
391246,20,0.69,0.08,0.17,0.32,9.72,0.48,-1.44,7.69
391348,20,0.73,0.14,0.13,0.36,9.72,0.00,-2.88,8.65
391450,20,0.71,0.10,0.25,0.32,9.72,1.92,-2.40,10.09
391552,20,0.74,0.14,0.29,0.28,9.76,-0.48,-1.44,9.61
391654,20,0.74,0.13,0.25,0.32,9.76,0.00,-2.40,9.13
391756,20,0.76,0.14,0.29,0.24,9.76,-0.96,-1.92,8.17
391858,20,0.77,0.15,0.29,0.28,9.72,0.00,-0.96,7.69
391960,20,0.80,0.19,0.13,0.36,9.76,0.00,-1.44,7.21
392164,20,0.77,0.10,0.17,0.40,9.72,0.00,-1.44,7.21
392270,20,0.75,0.07,0.21,0.32,9.72,0.00,-2.40,9.13
392371,20,0.74,0.05,0.17,0.36,9.76,0.00,-1.44,7.69
392473,20,0.74,0.03,0.32,0.28,9.76,-0.48,-1.92,8.65
392575,20,0.70,-0.02,0.25,0.32,9.76,0.00,-1.92,11.05
392678,20,0.69,-0.04,0.25,0.32,9.72,0.00,-2.88,8.65
392780,20,0.69,-0.03,0.21,0.32,9.72,1.44,-1.44,7.69
392882,20,0.68,-0.04,0.05,0.32,9.72,0.96,-2.88,9.13
392984,20,0.74,0.05,0.02,0.36,9.72,0.00,-1.92,10.09
393187,20,0.70,-0.01,0.09,0.36,9.76,0.48,-3.36,8.17
393289,20,0.68,-0.03,0.05,0.32,9.76,0.96,-1.92,8.65
393391,20,0.67,-0.05,0.21,0.32,9.76,0.48,-0.96,9.13
393493,20,0.63,-0.09,0.13,0.28,9.72,0.48,-1.44,9.13
393595,20,0.78,0.12,0.13,0.32,9.76,-0.96,-0.48,8.17
393698,20,0.77,0.10,0.21,0.28,9.72,0.00,-2.40,9.13
393800,20,0.79,0.11,0.17,0.36,9.72,0.00,-2.88,7.21
393902,20,0.78,0.09,0.21,0.40,9.76,0.48,-1.44,8.65
394004,20,0.74,0.03,0.21,0.28,9.72,-0.48,-2.40,8.65
394211,20,0.85,0.16,0.21,0.28,9.72,0.48,-4.32,7.69
394313,20,0.96,0.31,0.29,0.32,9.72,1.44,-3.84,8.17
394415,20,1.05,0.40,0.29,0.28,9.76,-0.48,-2.88,9.61
394517,20,1.04,0.35,0.25,0.32,9.76,-0.48,-0.96,8.65
394619,20,1.04,0.31,0.29,0.36,9.72,-0.48,-1.44,9.13
394721,20,1.01,0.23,0.17,0.28,9.72,-0.48,-0.96,8.17
394823,20,0.98,0.16,0.13,0.32,9.76,1.44,-1.44,9.61
394925,20,0.94,0.08,0.25,0.36,9.72,0.48,-1.44,10.09
395129,20,0.94,0.07,0.21,0.36,9.72,0.48,-2.88,6.73
395234,20,1.04,0.19,0.25,0.32,9.72,-0.48,-1.92,9.13
395337,20,1.02,0.14,0.25,0.36,9.72,0.48,-0.96,8.65
395439,20,1.02,0.11,0.25,0.32,9.72,0.48,-2.88,7.69
395541,20,1.01,0.08,0.25,0.24,9.72,0.48,-1.44,11.05
395643,20,0.93,-0.04,0.25,0.36,9.76,0.48,-1.92,7.21
395745,20,0.94,-0.03,0.25,0.32,9.72,0.48,-1.92,10.57
395847,20,0.91,-0.08,0.29,0.32,9.76,0.96,-2.88,9.13
395949,20,0.86,-0.14,0.29,0.32,9.72,0.96,-1.44,9.13
396155,20,0.76,-0.26,0.25,0.36,9.76,0.00,-0.96,7.69
396264,20,0.76,-0.24,0.21,0.28,9.76,0.48,-0.96,8.17
396365,20,0.71,-0.29,0.25,0.36,9.72,0.00,-2.40,7.69
396467,20,0.63,-0.38,0.13,0.32,9.76,0.96,-3.36,8.17
396569,20,0.59,-0.40,0.05,0.28,9.76,-0.96,-2.88,9.13
396671,20,0.56,-0.39,0.09,0.28,9.72,-0.96,-1.92,7.69
396773,20,0.57,-0.35,-0.02,0.36,9.72,0.96,-2.40,8.17
396876,20,0.57,-0.31,0.17,0.32,9.76,-1.44,-3.36,10.09
396978,20,0.57,-0.27,0.21,0.36,9.91,0.96,-2.88,9.13
397182,20,0.57,-0.21,0.21,0.36,9.76,0.00,-1.44,11.05
397284,20,0.58,-0.17,0.36,0.36,9.84,-0.48,-1.92,5.29
397386,20,0.59,-0.14,0.29,0.28,9.76,-2.88,-5.29,-10.09
397488,20,0.53,-0.20,0.29,0.24,9.76,0.00,-5.29,-1.92
397590,20,0.49,-0.24,0.29,0.24,9.80,0.48,-2.40,9.13
397692,20,0.60,-0.03,0.21,0.28,9.76,1.92,-1.44,7.21
397794,20,0.61,-0.01,0.21,0.36,9.76,0.48,-1.92,7.69
397896,20,0.57,-0.07,0.17,0.36,9.72,-0.48,-1.92,9.61
397999,20,0.57,-0.06,0.09,0.36,9.76,-0.48,-1.92,8.17
398204,20,0.69,0.14,0.13,0.40,9.76,0.00,-3.84,7.21
398305,20,0.66,0.09,0.44,0.36,9.72,0.00,-3.36,6.73
398407,20,0.63,0.04,0.29,0.28,9.72,0.96,-1.44,8.65
398509,20,0.63,0.04,0.48,0.32,9.72,-0.96,-1.92,7.69
398611,20,0.63,0.04,0.29,0.28,9.76,-0.96,-1.44,8.65
398713,20,0.63,0.03,0.25,0.21,9.72,0.48,-1.44,8.65
398815,20,0.58,-0.03,0.21,0.32,9.76,-0.48,-2.40,10.09
398917,20,0.60,0.00,0.29,0.36,9.72,0.00,-1.92,9.61
399121,20,0.67,0.09,0.36,0.32,9.72,0.00,-2.88,7.21
399230,20,0.69,0.11,0.32,0.36,9.76,0.96,-3.36,8.65
399331,20,0.74,0.17,0.44,0.32,9.72,0.00,-1.44,7.69
399433,20,0.73,0.15,0.44,0.28,9.72,-0.48,-1.44,7.69
399535,20,0.75,0.16,0.52,0.40,9.72,-0.48,-2.40,10.09
399637,20,0.72,0.09,0.29,0.36,9.72,-0.48,-1.44,7.69
399739,20,0.67,0.01,0.25,0.28,9.68,0.48,-1.92,8.65
399841,20,0.58,-0.11,0.21,0.32,9.72,0.48,-1.44,10.09
399943,20,0.57,-0.12,0.29,0.28,9.72,0.00,-1.92,9.13
400147,20,0.63,-0.02,0.21,0.28,9.76,0.96,-1.92,9.13
400249,20,0.66,0.03,0.21,0.40,9.72,0.00,-0.48,7.69
400352,20,0.62,-0.04,0.13,0.32,9.72,0.00,0.48,10.57
400454,20,0.53,-0.16,0.13,0.36,9.76,0.48,-3.36,8.65
400556,20,0.52,-0.15,0.17,0.36,9.76,0.48,-0.96,10.09
400658,20,0.51,-0.15,0.29,0.28,9.72,0.96,-2.40,9.13
400760,20,0.49,-0.16,0.21,0.32,9.76,-0.48,-2.40,9.61
400863,20,0.59,-0.01,0.21,0.32,9.72,-0.48,-1.92,10.57
400965,20,0.59,0.00,0.29,0.32,9.72,-0.48,-0.96,9.13
401174,20,0.54,-0.06,0.21,0.28,9.72,0.00,-2.40,8.65
401286,20,0.54,-0.06,0.25,0.36,9.72,-0.48,-0.96,9.13
401388,20,0.55,-0.03,0.17,0.28,9.76,0.00,-3.84,10.09
401489,20,0.62,0.08,0.21,0.36,9.76,0.96,-3.36,7.21
401591,20,0.65,0.11,0.21,0.36,9.76,-0.96,-1.44,8.65
401693,20,0.67,0.13,0.21,0.36,9.72,-0.96,-1.44,8.17
401795,20,0.65,0.09,0.32,0.28,9.76,-0.48,0.00,8.17
401897,20,0.65,0.08,0.17,0.28,9.76,0.48,-1.44,6.73
401999,20,0.69,0.12,0.17,0.24,9.76,-0.96,-0.96,9.61
402203,20,0.71,0.13,0.13,0.24,9.76,0.48,-1.92,10.09
402310,20,0.72,0.13,0.09,0.36,9.72,0.96,-1.92,8.65
402412,20,0.73,0.13,0.13,0.36,9.76,-0.48,-0.96,7.21
402514,20,0.77,0.17,0.09,0.36,9.72,0.00,-1.92,8.17
402617,20,0.78,0.17,0.13,0.32,9.80,0.96,-1.44,8.65
402719,20,0.80,0.18,0.17,0.40,9.76,-0.48,-2.40,8.17
402821,20,0.79,0.14,0.25,0.24,9.76,1.44,-3.84,10.09
402923,20,0.83,0.19,0.21,0.28,9.72,0.00,-2.40,10.09
403024,20,0.86,0.20,0.29,0.32,9.72,0.48,-2.40,10.57
403228,20,0.86,0.17,0.17,0.28,9.72,0.48,-2.88,8.17
403339,20,0.83,0.10,0.25,0.24,9.76,0.48,-2.40,7.69
403440,20,0.83,0.09,0.25,0.40,9.72,-0.96,-0.96,7.21
403542,20,0.81,0.05,0.21,0.36,9.76,0.48,-1.44,9.13
403644,20,0.83,0.07,0.17,0.36,9.76,-0.48,-1.44,8.65
403746,20,0.89,0.14,0.17,0.32,9.72,-0.48,-1.92,7.69
403848,20,0.89,0.13,0.17,0.32,9.76,0.48,-1.92,8.17
403950,20,0.87,0.09,0.21,0.28,9.72,0.00,-1.44,7.69
404051,20,0.86,0.05,0.21,0.32,9.72,0.00,-2.40,8.65
404255,20,0.87,0.06,0.21,0.32,9.72,0.48,-3.36,8.65
404356,20,0.84,-0.01,0.21,0.32,9.76,1.44,-2.40,7.69
404458,20,0.85,0.01,0.25,0.36,9.72,-0.48,-2.88,10.09
404560,20,0.90,0.08,0.21,0.32,9.72,0.00,-1.44,8.65
404662,20,0.92,0.09,0.17,0.36,9.72,-0.96,-1.92,9.61
404764,20,0.93,0.11,0.25,0.32,9.72,0.96,-2.40,7.21
404866,20,0.94,0.10,0.21,0.32,9.72,-0.48,-2.88,8.65
404967,20,0.94,0.08,0.29,0.28,9.76,0.00,-0.48,8.17
405069,20,0.88,-0.01,0.25,0.32,9.76,1.44,-1.92,8.65
405275,20,0.86,-0.04,0.25,0.32,9.72,-0.96,0.96,7.21
405376,20,0.85,-0.06,0.25,0.36,9.72,0.00,-2.40,10.09
405478,20,0.83,-0.09,0.17,0.36,9.72,0.96,-3.84,8.17
405580,20,0.83,-0.08,0.17,0.36,9.72,-1.92,-1.92,8.65
405683,20,0.82,-0.09,0.25,0.40,9.68,-3.36,0.00,5.29
405785,20,0.83,-0.07,0.25,0.40,9.80,-0.96,-1.92,11.05
405887,20,0.81,-0.09,0.29,0.28,9.72,-0.48,-2.88,7.69
405989,20,0.84,-0.05,0.29,0.36,9.72,-0.96,-2.40,10.09
406193,20,0.91,0.06,0.32,0.36,9.80,-0.96,-2.88,0.00
406305,20,0.98,0.16,0.29,0.40,9.72,0.00,0.00,2.88
406406,20,0.98,0.13,0.25,0.32,9.72,0.00,-0.96,8.17
406507,20,0.96,0.09,0.21,0.32,9.76,-0.96,-2.40,10.09
406609,20,0.94,0.05,0.25,0.32,9.76,-0.48,-1.92,8.17
406711,20,0.96,0.07,0.17,0.32,9.76,-0.96,-2.40,8.65
406813,20,0.94,0.04,0.21,0.32,9.76,0.96,-2.40,7.21
406915,20,0.94,0.02,0.21,0.32,9.76,1.92,-1.92,7.69
407017,20,0.92,0.00,0.17,0.32,9.76,0.48,-1.44,7.69
407221,20,0.98,0.07,0.21,0.32,9.76,0.00,-1.44,7.69
407323,20,1.00,0.10,0.21,0.32,9.76,0.48,-1.44,9.13
407425,20,1.00,0.08,0.21,0.32,9.72,1.44,-1.92,9.61
407527,20,1.05,0.15,0.21,0.32,9.72,0.48,-1.44,8.17
