t,ls,alt,vel,ax,ay,az,hax,hay,haz
1090807,20,1.05,-0.11,0.17,0.36,9.72,-0.48,-1.44,10.09
1090909,20,1.08,-0.05,0.21,0.36,9.76,0.96,-1.92,9.61
1091011,20,1.11,-0.01,0.13,0.32,9.76,-0.96,-2.88,8.17
1091114,20,1.14,0.04,0.25,0.32,9.76,0.00,-1.92,8.17
1091216,20,1.11,-0.02,0.21,0.32,9.72,0.00,-0.96,9.13
1091423,20,1.05,-0.09,0.21,0.32,9.76,0.00,-1.92,9.61
1091533,20,1.08,-0.04,0.25,0.32,9.72,-0.96,-2.40,7.69
1091634,20,1.16,0.09,0.21,0.28,9.72,0.00,-3.84,8.17
1091736,20,1.19,0.12,0.21,0.32,9.72,-0.48,-1.92,8.65
1091838,20,1.13,0.02,0.32,0.32,9.72,0.00,-1.44,9.61
1091940,20,1.08,-0.06,0.13,0.28,9.76,0.96,-1.92,7.69
1092042,20,1.06,-0.09,0.17,0.36,9.72,1.44,-2.40,7.69
1092144,20,1.05,-0.09,0.29,0.32,9.72,1.44,-2.40,8.17
1092246,20,1.05,-0.08,0.09,0.36,9.76,-0.48,-2.40,8.17
1092450,20,1.03,-0.09,0.25,0.28,9.76,-0.48,-2.88,8.65
1092552,20,1.03,-0.09,0.29,0.32,9.72,-0.48,-1.44,9.13
1092654,20,1.05,-0.04,0.21,0.40,9.72,0.00,-2.40,8.17
1092756,20,1.05,-0.04,0.21,0.32,9.76,0.00,-2.40,9.13
1092858,20,1.07,-0.01,0.25,0.28,9.72,1.92,-1.44,7.69
1092960,20,1.00,-0.12,0.21,0.36,9.72,0.00,-0.48,9.13
1093063,20,1.00,-0.10,0.13,0.32,9.76,0.48,-2.40,7.21
1093165,20,0.99,-0.10,0.21,0.28,9.76,0.00,-2.40,8.17
1093267,20,0.99,-0.08,0.17,0.28,9.76,0.00,-2.40,9.13
1093472,20,0.99,-0.07,0.17,0.36,9.76,0.96,-1.92,8.17
1093573,20,1.00,-0.04,0.29,0.24,9.72,0.00,-2.40,8.17
1093675,20,0.99,-0.05,0.29,0.40,9.72,-0.48,-2.40,8.17
1093777,20,1.02,0.00,0.17,0.40,9.72,0.00,-1.44,8.17
1093878,20,1.03,0.02,0.21,0.24,9.72,0.00,-0.96,9.13
1093980,20,1.06,0.05,0.13,0.24,9.76,0.00,-0.96,8.65
1094082,20,1.05,0.04,0.25,0.36,9.72,0.96,-2.40,9.13
1094184,20,1.07,0.06,0.17,0.28,9.76,0.00,-0.96,11.05
1094389,20,1.13,0.13,0.21,0.36,9.72,1.44,-2.40,10.09
1094497,20,1.10,0.07,0.17,0.36,9.76,0.00,-2.40,8.17
1094599,20,1.09,0.06,0.13,0.24,9.72,0.00,0.00,9.61
1094701,20,1.11,0.08,0.25,0.24,9.76,0.96,-2.88,7.69
1094803,20,1.11,0.07,0.17,0.32,9.72,0.96,-3.36,8.65
1094905,20,1.09,0.04,0.25,0.28,9.72,1.92,-2.88,8.65
1095007,20,1.08,0.01,0.21,0.36,9.76,0.00,-0.96,7.69
1095109,20,0.97,-0.15,0.21,0.36,9.72,0.48,-1.92,8.65
1095211,20,0.98,-0.12,0.21,0.32,9.72,0.00,-1.44,9.13
1095415,20,1.10,0.07,0.21,0.32,9.72,-0.48,-0.48,8.65
1095517,20,1.09,0.04,0.13,0.24,9.76,0.00,-0.96,8.17
1095619,20,1.07,0.01,0.21,0.32,9.76,0.48,-1.44,9.13
1095721,20,1.02,-0.06,0.05,0.24,9.76,0.00,-1.92,10.57
1095823,20,1.05,-0.01,0.29,0.36,9.72,0.48,-1.44,8.65
1095926,20,1.07,0.02,0.17,0.28,9.72,0.00,0.00,9.61
1096028,20,1.08,0.04,0.13,0.28,9.72,1.44,-2.88,6.25
1096131,20,1.07,0.01,-0.02,0.32,9.76,0.48,-2.88,9.61
1096233,20,1.02,-0.06,0.36,0.32,9.72,0.96,-1.44,8.65
1096437,20,1.05,-0.01,-0.06,0.40,9.72,0.00,-0.96,8.65
1096539,20,1.05,0.00,0.67,0.28,9.72,-1.44,-2.40,8.65
1096640,20,1.07,0.03,0.13,0.36,9.72,-1.44,-1.92,7.69
1096742,20,1.07,0.03,0.52,0.21,9.72,-1.44,-2.40,7.69
1096844,20,1.11,0.08,0.32,0.28,9.72,2.40,-2.88,6.73
1096946,20,1.17,0.16,0.13,0.32,9.76,0.00,-1.92,6.73
1097048,20,1.15,0.11,0.71,0.28,9.76,-2.40,-0.48,11.05
1097150,20,1.14,0.09,-0.06,0.40,9.64,-1.44,-1.92,12.49
1097356,20,1.10,0.03,0.59,0.28,9.76,-2.40,-1.44,7.21
1097460,20,1.13,0.05,-0.10,0.43,9.72,0.96,-2.40,20.66
1097562,20,1.15,0.09,0.32,0.21,9.80,-2.40,0.00,12.01
1097664,20,1.14,0.06,0.17,0.47,9.72,1.44,-2.88,7.69
1097766,20,1.13,0.03,0.25,0.36,9.72,0.48,-0.48,8.65
1097868,20,1.17,0.09,0.09,0.28,9.76,0.96,-0.96,6.73
1097970,20,1.21,0.13,0.09,0.47,9.72,0.00,0.00,8.65
1098072,20,1.12,-0.02,0.36,0.24,9.72,1.44,-3.84,6.73
1098174,20,1.13,0.00,0.13,0.36,9.76,0.00,-2.88,9.13
1098378,20,1.11,-0.04,0.32,0.24,9.76,0.48,-3.84,8.65
1098479,20,1.08,-0.07,0.29,0.28,9.72,1.44,-1.92,9.13
1098581,20,1.10,-0.04,0.09,0.32,9.72,-1.44,-1.92,7.69
1098683,20,1.12,-0.01,0.21,0.24,9.76,-1.44,-1.44,7.69
1098786,20,1.08,-0.06,0.25,0.43,9.72,-1.44,-2.40,9.61
1098889,20,1.05,-0.10,0.05,0.32,9.72,-0.48,-1.44,8.65
1098991,20,1.05,-0.08,0.29,0.32,9.72,1.44,-3.84,9.61
1099093,20,1.09,-0.02,0.17,0.43,9.72,1.92,-2.40,11.05
1099195,20,1.13,0.04,0.21,0.24,9.76,0.48,-3.36,8.65
1099399,20,1.19,0.12,0.17,0.36,9.76,0.48,-1.44,10.57
1099501,20,1.15,0.04,0.32,0.21,9.76,0.96,-1.92,7.69
1099603,20,1.14,0.02,0.25,0.36,9.72,-0.96,-2.40,7.69
1099705,20,1.14,0.03,0.25,0.21,9.76,-0.48,-2.40,6.73
1099807,20,1.14,0.02,0.32,0.28,9.72,1.44,-0.96,8.65
1099909,20,1.17,0.06,0.17,0.47,9.72,-0.96,-1.92,7.69
1100011,20,1.23,0.15,0.21,0.17,9.72,0.48,-0.96,9.61
1100113,20,1.18,0.06,0.21,0.32,9.72,1.92,-2.40,7.69
1100318,20,1.11,-0.05,0.17,0.43,9.72,0.96,-1.92,7.69
1100426,20,1.13,-0.03,0.29,0.21,9.76,-0.96,-2.40,6.73
1100527,20,1.14,0.00,0.13,0.32,9.76,-0.48,-0.96,11.53
1100629,20,1.17,0.03,0.36,0.28,9.76,0.48,-2.88,9.13
1100731,20,1.21,0.08,0.13,0.24,9.76,-0.48,-1.44,8.65
1100833,20,1.22,0.09,0.25,0.24,9.76,1.44,-1.92,10.09
1100935,20,1.28,0.16,0.25,0.36,9.76,1.44,-2.88,10.09
1101037,20,1.32,0.21,0.09,0.32,9.76,0.48,-3.84,9.61
1101139,20,1.37,0.25,0.29,0.24,9.76,0.96,-1.92,9.13
1101343,20,1.26,0.06,0.21,0.36,9.72,0.00,-1.92,7.21
1101449,20,1.24,0.02,0.40,0.32,9.72,0.48,-0.96,6.73
1101551,20,1.23,0.00,0.09,0.32,9.72,-0.96,-1.44,8.65
1101653,20,1.23,-0.01,0.29,0.32,9.76,-0.48,-1.44,6.73
1101755,20,1.17,-0.09,0.09,0.36,9.72,-0.96,-1.44,7.69
1101857,20,1.10,-0.18,0.09,0.32,9.72,-0.96,-2.88,9.13
1101959,20,1.08,-0.20,0.25,0.32,9.72,0.96,0.00,7.69
1102062,20,1.12,-0.13,0.21,0.36,9.72,-0.48,-1.44,8.17
1102164,20,1.22,0.03,0.25,0.32,9.72,0.48,-1.92,7.21
1102371,20,1.32,0.17,0.13,0.32,9.76,0.48,-1.44,7.21
1102481,20,1.31,0.12,0.32,0.32,9.76,-0.96,-2.88,6.73
1102582,20,1.33,0.14,0.21,0.28,9.76,0.00,-1.92,8.65
1102684,20,1.21,-0.06,0.25,0.28,9.72,0.48,-1.92,8.65
1102786,20,1.12,-0.18,0.21,0.32,9.72,0.96,-2.88,8.65
1102888,20,1.14,-0.13,0.17,0.36,9.72,-0.48,-1.92,7.69
1102989,20,1.22,-0.01,0.13,0.40,9.72,1.44,-1.92,8.65
1103091,20,1.33,0.15,0.05,0.32,9.72,0.00,-1.92,10.09
1103193,20,1.46,0.34,0.25,0.40,9.72,0.96,-0.48,8.65
1103397,20,1.63,0.50,0.21,0.36,9.72,0.00,-1.92,7.21
1103499,20,1.63,0.45,0.13,0.32,9.72,0.48,-3.84,7.69
1103601,20,1.51,0.23,0.40,0.32,9.72,0.96,-2.88,7.69
1103703,20,1.52,0.22,0.09,0.36,9.76,0.96,-1.92,7.69
1103805,20,1.49,0.15,0.21,0.28,9.76,0.00,-1.44,8.65
1103907,20,1.43,0.03,0.25,0.36,9.76,0.48,-1.44,9.13
1104010,20,1.47,0.08,0.17,0.28,9.72,-0.48,-1.44,8.65
1104113,20,1.52,0.14,0.21,0.28,9.72,-0.48,-1.44,9.61
1104215,20,1.53,0.14,0.29,0.32,9.72,0.48,-0.96,8.65
1104419,20,1.61,0.20,0.09,0.36,9.72,0.00,-1.92,8.17
1104520,20,1.46,-0.03,0.25,0.36,9.76,0.96,-1.44,7.21
1104623,20,1.40,-0.13,0.25,0.24,9.76,0.96,-0.48,8.65
1104725,20,1.38,-0.15,0.17,0.28,9.76,0.96,-1.44,9.13
1104827,20,1.38,-0.14,0.21,0.36,9.76,0.00,-1.92,9.61
1104929,20,1.34,-0.19,0.17,0.24,9.76,0.48,-1.92,8.17
1105031,20,1.23,-0.33,0.13,0.32,9.72,0.00,-0.96,9.13
1105133,20,1.21,-0.32,0.32,0.32,9.76,0.00,-1.44,8.17
1105337,20,1.33,-0.11,0.09,0.24,9.76,0.48,-1.44,8.17
1105447,20,1.33,-0.09,0.17,0.32,9.76,1.44,-3.36,8.65
1105549,20,1.32,-0.11,0.25,0.36,9.68,0.00,-0.96,9.61
1105651,20,1.28,-0.15,0.21,0.36,9.76,0.96,-2.40,5.77
1105753,20,1.29,-0.11,0.29,0.36,9.64,0.48,-2.40,8.65
1105855,20,1.24,-0.18,0.32,0.28,9.91,0.00,-2.40,4.81
1105957,20,1.23,-0.18,0.25,0.32,9.80,0.48,-3.36,8.17
1106059,20,1.20,-0.20,0.32,0.17,9.80,0.00,-2.40,-7.21
1106161,20,1.17,-0.22,0.21,0.32,9.68,0.96,-3.84,15.86
1106365,20,1.25,-0.06,0.21,0.40,9.72,0.48,-0.48,11.53
1106466,20,1.36,0.10,0.21,0.17,9.80,-0.48,-1.44,7.21
1106569,20,1.37,0.10,0.29,0.32,9.72,-0.48,-1.44,9.61
1106671,20,1.49,0.27,0.21,0.32,9.72,-0.96,-2.40,8.65
1106773,20,1.55,0.34,0.32,0.24,9.72,0.00,-2.40,7.69
1106875,20,1.53,0.27,0.09,0.40,9.72,-0.48,-1.92,9.13
1106977,20,1.48,0.18,0.21,0.32,9.76,-1.44,-2.88,7.69
1107079,20,1.45,0.12,0.25,0.28,9.72,0.00,-0.96,9.13
1107182,20,1.42,0.07,0.13,0.36,9.80,0.00,-1.44,8.65
1107386,20,1.24,-0.20,0.29,0.28,9.72,0.00,-1.92,9.61
1107487,20,1.24,-0.19,0.25,0.32,9.76,0.48,-1.92,6.25
1107589,20,1.27,-0.13,0.25,0.32,9.76,0.00,-1.92,6.73
1107691,20,1.31,-0.06,0.17,0.36,9.76,-0.48,-1.44,8.17
1107793,20,1.37,0.04,0.17,0.36,9.76,-0.48,-2.40,8.65
1107895,20,1.37,0.02,0.09,0.32,9.76,0.96,-0.96,8.17
1107996,20,1.25,-0.15,0.21,0.28,9.76,0.48,-0.48,10.09
1108098,20,1.24,-0.15,0.29,0.28,9.76,0.48,-1.92,8.17
1108302,20,1.31,-0.01,0.17,0.32,9.80,0.00,0.48,8.17
1108404,20,1.36,0.06,0.32,0.28,9.72,-0.96,-0.96,9.61
1108506,20,1.48,0.22,0.17,0.24,9.76,0.00,-2.40,7.69
1108608,20,1.50,0.23,0.17,0.32,9.72,-0.96,-1.92,8.17
1108710,20,1.58,0.32,0.29,0.32,9.76,-0.96,-1.92,8.17
1108813,20,1.63,0.36,0.13,0.32,9.72,-0.96,0.00,7.69
1108916,20,1.57,0.23,0.25,0.28,9.76,0.00,-2.88,7.21
1109018,20,1.53,0.15,0.21,0.32,9.72,0.48,-1.92,8.17
1109120,20,1.52,0.12,0.17,0.36,9.72,0.48,-1.44,9.61
1109325,20,1.51,0.08,0.21,0.28,9.72,0.00,-1.92,8.65
1109427,20,1.44,-0.03,0.17,0.32,9.76,0.00,-1.44,10.09
1109529,20,1.46,0.00,0.17,0.36,9.72,0.00,-1.44,8.65
1109631,20,1.53,0.09,0.25,0.24,9.76,-0.48,-0.96,5.29
1109733,20,1.56,0.12,0.17,0.32,9.76,-0.48,-3.36,7.21
1109835,20,1.58,0.13,0.25,0.40,9.72,0.00,-1.44,6.73
1109938,20,1.61,0.17,0.21,0.32,9.76,0.48,-0.48,10.09
1110041,20,1.60,0.13,0.13,0.32,9.76,2.40,-2.88,10.09
1110143,20,1.60,0.11,0.17,0.36,9.72,-0.96,-0.96,6.73
1110347,20,1.56,0.03,0.13,0.32,9.72,-0.48,-0.96,8.17
1110449,20,1.58,0.06,0.21,0.32,9.72,0.00,-1.92,6.73
1110551,20,1.64,0.13,0.29,0.28,9.68,-0.48,-1.44,10.09
1110653,20,1.68,0.17,0.17,0.36,9.76,0.00,-1.92,8.17
1110755,20,1.78,0.29,0.25,0.24,9.72,0.48,-2.40,8.65
1110858,20,1.75,0.22,0.17,0.36,9.72,0.00,-0.96,10.09
1110960,20,1.62,0.00,0.09,0.32,9.76,-0.48,-2.88,9.13
1111063,20,1.62,0.00,0.29,0.28,9.72,-0.48,-1.44,7.21
1111165,20,1.60,-0.03,0.05,0.40,9.76,0.96,-2.88,7.69
1111373,20,1.57,-0.07,0.25,0.32,9.72,-0.48,0.00,9.61
1111475,20,1.63,0.01,0.17,0.24,9.72,0.96,-3.36,7.69
1111577,20,1.71,0.12,0.21,0.32,9.72,-0.96,-0.96,8.17
1111679,20,1.76,0.17,0.25,0.28,9.76,-0.96,-1.92,7.69
1111780,20,1.76,0.15,0.29,0.24,9.76,0.00,-2.40,6.73
1111882,20,1.74,0.11,0.21,0.36,9.76,-0.48,-1.92,7.69
1111984,20,1.67,0.00,0.09,0.40,9.76,0.00,-2.88,7.21
1112086,20,1.61,-0.09,0.29,0.24,9.72,0.00,-1.44,10.09
1112290,20,1.53,-0.19,0.13,0.28,9.76,0.96,0.00,8.17
1112391,20,1.58,-0.11,0.25,0.36,9.76,0.96,-2.88,9.61
1112493,20,1.69,0.06,0.25,0.24,9.68,0.00,-1.92,9.61
1112595,20,1.72,0.09,0.09,0.40,9.76,-0.48,-2.40,6.25
1112697,20,1.81,0.22,0.29,0.32,9.72,0.96,-1.44,10.09
1112800,20,1.87,0.28,0.17,0.28,9.76,0.00,-0.96,9.13
1112902,20,1.85,0.22,0.21,0.32,9.72,0.48,-2.88,7.69
1113004,20,1.84,0.19,0.25,0.32,9.72,1.44,-0.96,8.65
1113107,20,1.81,0.12,0.29,0.36,9.76,0.96,-2.88,7.21
1113311,20,1.74,0.00,0.17,0.28,9.76,0.00,-0.96,10.57
1113413,20,1.81,0.11,0.29,0.36,9.72,-0.48,-1.44,8.65
1113515,20,1.84,0.13,0.17,0.36,9.76,0.00,-1.92,9.61
1113617,20,1.82,0.09,0.21,0.24,9.72,-0.96,-1.44,8.17
1113719,20,1.84,0.10,0.29,0.32,9.72,0.00,-1.44,8.65
1113821,20,1.65,-0.19,0.17,0.32,9.72,0.48,-2.40,8.17
1113923,20,1.59,-0.26,0.21,0.24,9.72,0.48,-1.44,9.61
1114025,20,1.58,-0.26,0.29,0.28,9.72,0.48,-0.96,7.69
1114230,20,1.67,-0.08,0.09,0.36,9.72,-0.48,-1.44,8.65
1114335,20,1.68,-0.06,0.29,0.24,9.72,0.96,-0.96,8.17
1114436,20,1.70,-0.03,0.13,0.36,9.76,0.48,-2.88,7.69
1114538,20,1.67,-0.08,0.17,0.43,9.64,-2.88,-0.96,12.01
1114640,20,1.67,-0.07,0.25,0.32,9.68,-0.48,-2.88,5.29
1114742,20,1.67,-0.06,0.25,0.28,9.80,1.44,-1.92,11.05
1114844,20,1.67,-0.05,0.29,0.40,9.76,-3.36,2.40,5.29
1114946,20,1.67,-0.05,0.32,0.28,9.72,-0.48,-3.84,0.00
1115048,20,1.65,-0.07,0.25,0.36,9.72,0.00,-1.44,9.61
1115252,20,1.68,-0.02,0.21,0.40,9.76,0.96,-0.96,7.69
1115354,20,1.64,-0.07,0.17,0.32,9.76,-0.48,-2.40,8.65
1115456,20,1.67,-0.01,0.13,0.28,9.76,0.48,-3.84,7.69
1115558,20,1.72,0.07,0.25,0.36,9.72,-0.48,-1.92,10.09
1115660,20,1.68,-0.01,0.17,0.36,9.72,0.00,-1.44,7.21
1115762,20,1.64,-0.06,0.25,0.24,9.76,0.00,-1.44,6.25
1115864,20,1.59,-0.12,0.25,0.32,9.72,1.44,-2.88,7.21
1115966,20,1.62,-0.07,0.13,0.36,9.76,0.96,-2.40,9.13
1116068,20,1.63,-0.05,0.17,0.28,9.76,-0.48,-1.44,8.17
1116272,20,1.68,0.04,0.17,0.32,9.72,0.48,-1.92,9.13
1116374,20,1.68,0.03,0.21,0.36,9.76,0.48,-2.88,6.25
1116476,20,1.70,0.06,0.21,0.24,9.72,0.00,-1.92,9.13
1116578,20,1.71,0.06,0.21,0.28,9.72,-1.44,-0.48,8.17
1116680,20,1.72,0.08,0.21,0.36,9.72,-1.44,-1.92,8.17
1116782,20,1.70,0.04,0.21,0.32,9.72,0.48,-2.40,6.73
1116884,20,1.69,0.03,0.17,0.28,9.76,0.00,-0.48,8.65
1116986,20,1.65,-0.04,0.21,0.32,9.72,0.48,-2.88,9.61
1117191,20,1.68,0.01,0.25,0.28,9.76,0.00,-2.40,11.05
1117297,20,1.67,-0.01,0.21,0.32,9.76,0.48,-0.96,10.09
1117399,20,1.69,0.02,0.25,0.32,9.72,-0.48,0.00,8.65
1117501,20,1.65,-0.04,0.25,0.28,9.72,-0.48,-0.96,8.65
1117603,20,1.68,0.01,0.17,0.32,9.76,0.48,-1.44,8.17
1117705,20,1.72,0.07,0.21,0.32,9.76,0.00,-2.40,11.05
1117807,20,1.73,0.07,0.21,0.32,9.76,0.96,-3.36,8.17
1117909,20,1.76,0.12,0.17,0.32,9.76,0.00,-2.40,8.65
1118011,20,1.79,0.14,0.21,0.32,9.72,1.44,-2.40,8.65
1118215,20,1.83,0.17,0.25,0.32,9.76,0.48,-2.88,8.65
1118322,20,1.87,0.20,0.17,0.28,9.72,0.48,-1.92,9.61
1118424,20,1.93,0.27,0.21,0.28,9.76,0.48,-1.44,6.25
1118526,20,1.91,0.21,0.17,0.32,9.76,-0.48,-2.40,8.17
1118628,20,1.93,0.22,0.17,0.32,9.76,-1.44,-1.92,7.69
1118731,20,1.85,0.09,0.21,0.28,9.72,0.00,-0.48,9.61
1118833,20,1.77,-0.05,0.17,0.36,9.72,0.00,-1.92,9.61
1118935,20,1.72,-0.12,0.21,0.28,9.76,0.00,-1.44,10.09
1119037,20,1.77,-0.04,0.25,0.28,9.72,0.00,-0.96,8.65
1119241,20,1.85,0.07,0.17,0.36,9.72,0.00,-1.44,8.17
1119343,20,1.87,0.10,0.25,0.28,9.72,0.48,-1.92,7.21
1119445,20,1.82,0.02,0.13,0.32,9.72,0.96,-1.92,9.13
1119547,20,1.83,0.03,0.17,0.36,9.76,0.48,-1.92,7.21
1119649,20,1.83,0.02,0.25,0.28,9.76,0.48,-1.44,9.13
1119751,20,1.82,0.00,0.21,0.28,9.72,0.96,-0.96,9.13
1119853,20,1.83,0.00,0.21,0.32,9.72,0.48,-1.92,8.65
1119955,20,1.74,-0.12,0.25,0.32,9.72,0.00,-1.92,9.13
1120160,20,1.44,-0.52,0.21,0.28,9.72,0.00,-1.92,6.73
1120265,20,1.43,-0.47,0.21,0.32,9.76,0.48,-0.48,7.21
1120367,20,1.42,-0.44,0.21,0.32,9.76,-0.96,-2.88,8.65
1120469,20,1.38,-0.46,0.21,0.28,9.76,0.00,-3.36,9.13
1120571,20,1.39,-0.40,0.17,0.32,9.72,0.96,-1.92,6.25
1120674,20,1.39,-0.35,0.21,0.36,9.76,0.00,-1.44,7.69
1120776,20,1.49,-0.14,0.29,0.32,9.76,0.00,-1.92,8.65
1120878,20,1.53,-0.07,0.21,0.32,9.72,0.48,-1.92,9.13
1120980,20,1.65,0.12,0.17,0.36,9.72,-0.48,-1.44,7.69
1121184,20,1.60,0.03,0.21,0.32,9.72,1.44,-0.96,7.21
1121291,20,1.55,-0.04,0.25,0.28,9.72,1.44,-2.40,9.13
1121393,20,1.53,-0.06,0.17,0.32,9.72,1.44,-1.44,8.17
1121495,20,1.53,-0.04,0.17,0.28,9.76,0.00,-2.40,8.17
1121597,20,1.50,-0.08,0.21,0.32,9.72,-1.44,-0.96,7.69
1121699,20,1.51,-0.06,0.21,0.32,9.76,-0.96,-1.92,7.69
1121801,20,1.52,-0.03,0.21,0.32,9.72,-0.48,-2.40,7.69
1121903,20,1.56,0.03,0.21,0.32,9.76,0.00,-1.44,6.73
1122005,20,1.58,0.05,0.17,0.32,9.72,0.96,-1.92,10.09
1122209,20,1.57,0.04,0.21,0.32,9.72,0.96,-0.96,9.13
1122319,20,1.57,0.04,0.21,0.28,9.76,0.00,-1.92,8.17
1122420,20,1.54,-0.01,0.13,0.32,9.72,0.96,-1.92,9.13
1122522,20,1.55,0.01,0.21,0.32,9.76,0.00,-0.96,7.69
1122624,20,1.50,-0.06,0.25,0.28,9.76,0.48,-3.84,7.69
1122726,20,1.51,-0.05,0.21,0.28,9.72,0.96,-2.88,8.65
1122828,20,1.54,0.01,0.21,0.32,9.72,0.48,0.00,8.65
1122930,20,1.60,0.09,0.21,0.32,9.72,-0.48,-0.96,7.69
1123032,20,1.60,0.09,0.21,0.32,9.76,1.92,-4.32,9.61
1123236,20,1.64,0.14,0.17,0.32,9.72,-1.92,-3.84,9.13
1123338,20,1.68,0.18,0.32,0.24,9.91,-0.48,-3.36,9.13
1123440,20,1.69,0.17,0.25,0.40,9.64,-1.44,-4.32,12.49
1123542,20,1.66,0.11,0.29,0.36,9.76,-1.92,-2.40,10.09
1123644,20,1.61,0.02,0.29,0.28,9.80,1.92,-0.96,28.83
1123746,20,1.58,-0.01,0.21,0.32,9.72,-1.44,-6.25,-8.17
1123848,20,1.58,-0.01,0.29,0.36,9.72,-0.48,-0.96,9.13
1123950,20,1.68,0.13,0.21,0.32,9.76,0.96,-3.84,7.21
1124053,20,1.71,0.15,0.17,0.28,9.72,0.00,-1.92,7.21
1124257,20,1.69,0.09,0.21,0.32,9.72,1.92,-3.36,9.61
1124359,20,1.69,0.08,0.17,0.32,9.76,0.48,-3.36,5.77
1124461,20,1.68,0.05,0.17,0.32,9.76,-0.48,-1.44,10.09
1124563,20,1.67,0.03,0.25,0.32,9.72,1.44,-1.92,7.69
1124665,20,1.71,0.09,0.17,0.32,9.76,0.00,-1.44,9.61
1124767,20,1.69,0.05,0.25,0.28,9.72,0.96,-1.44,7.69
1124869,20,1.73,0.10,0.21,0.32,9.76,0.96,-2.88,7.69
1124971,20,1.80,0.18,0.17,0.32,9.72,0.00,-2.88,6.73
1125177,20,1.78,0.13,0.25,0.32,9.72,-0.48,-0.96,9.13
1125284,20,1.72,0.02,0.21,0.32,9.72,0.96,-0.96,10.57
1125385,20,1.70,-0.02,0.17,0.32,9.72,0.00,-2.40,9.13
1125487,20,1.70,-0.01,0.25,0.28,9.72,0.48,-3.84,7.69
1125589,20,1.67,-0.06,0.13,0.36,9.76,0.00,-0.96,7.69
1125691,20,1.63,-0.12,0.21,0.32,9.72,1.44,-1.44,8.65
1125793,20,1.57,-0.20,0.25,0.32,9.72,0.48,-0.96,8.65
1125895,20,1.52,-0.25,0.13,0.36,9.76,0.48,-1.44,7.21
1125997,20,1.49,-0.27,0.25,0.28,9.72,0.96,-2.88,8.65
1126201,20,1.63,-0.03,0.21,0.28,9.72,0.48,-1.92,8.17
1126302,20,1.68,0.06,0.17,0.32,9.76,-0.48,-2.88,8.17
1126404,20,1.67,0.03,0.21,0.32,9.72,-1.44,-1.92,8.65
1126506,20,1.72,0.10,0.17,0.32,9.72,-0.48,-1.92,8.17
1126608,20,1.74,0.13,0.17,0.36,9.72,-1.44,-1.92,7.69
1126710,20,1.67,0.02,0.25,0.28,9.72,0.48,-1.92,8.65
1126812,20,1.65,-0.02,0.17,0.32,9.72,1.44,-0.96,7.69
1126914,20,1.71,0.06,0.29,0.28,9.76,-0.96,-1.92,9.13
1127118,20,1.67,-0.01,0.21,0.36,9.72,0.00,-1.44,8.17
1127220,20,1.70,0.04,0.25,0.32,9.76,0.48,-1.92,9.13
1127322,20,1.67,-0.01,0.21,0.32,9.72,-0.48,-1.44,6.25
1127425,20,1.69,0.02,0.21,0.32,9.72,-0.48,-2.88,11.05
1127527,20,1.74,0.10,0.13,0.32,9.72,0.48,-3.36,7.69
1127629,20,1.76,0.11,0.21,0.36,9.72,0.00,-1.44,7.69
1127731,20,1.73,0.06,0.17,0.32,9.76,0.96,-1.44,7.69
1127834,20,1.73,0.05,0.21,0.32,9.72,0.00,-3.36,7.69
1127936,20,1.71,0.02,0.25,0.32,9.76,0.96,-2.88,8.65
1128142,20,1.71,0.02,0.17,0.36,9.76,-0.48,-0.48,8.17
1128244,20,1.73,0.04,0.25,0.28,9.76,0.48,-3.36,7.21
1128346,20,1.70,0.00,0.17,0.36,9.72,1.44,-1.92,8.65
1128449,20,1.71,0.01,0.17,0.32,9.72,-0.48,-0.96,9.61
1128552,20,1.79,0.12,0.21,0.28,9.76,-0.96,-1.44,8.17
1128654,20,1.81,0.13,0.17,0.36,9.72,-0.96,-1.92,8.65
1128757,20,1.84,0.17,0.25,0.32,9.72,0.00,-2.40,7.69
1128859,20,1.89,0.22,0.17,0.28,9.72,0.00,-3.36,8.65
1128962,20,1.94,0.27,0.25,0.32,9.76,0.48,-0.96,10.09
1129166,20,1.99,0.28,0.21,0.36,9.72,0.00,-1.92,10.09
1129267,20,1.91,0.13,0.17,0.28,9.72,0.00,-1.44,8.17
1129369,20,1.89,0.10,0.17,0.32,9.72,0.48,-1.44,8.65
1129470,20,1.86,0.03,0.17,0.32,9.76,0.96,-1.44,7.69
1129572,20,1.81,-0.05,0.21,0.32,9.72,-0.96,-1.44,8.65
1129674,20,1.83,-0.02,0.21,0.32,9.72,-0.48,0.00,7.69
1129776,20,1.83,-0.01,0.25,0.28,9.72,-0.48,-2.40,7.69
1129878,20,1.87,0.04,0.21,0.32,9.72,-0.96,-1.92,8.65
1130082,20,1.94,0.11,0.25,0.36,9.76,1.44,-1.92,7.69
1130183,20,1.97,0.14,0.25,0.28,9.72,0.00,-1.92,6.73
1130285,20,1.99,0.16,0.25,0.32,9.72,-0.96,-1.44,9.61
1130387,20,1.95,0.07,0.17,0.36,9.72,-0.48,-0.48,8.17
1130489,20,1.90,-0.01,0.21,0.28,9.76,0.96,-2.40,7.21
1130592,20,1.81,-0.13,0.17,0.36,9.72,-0.48,-1.44,7.69
1130694,20,1.79,-0.15,0.21,0.32,9.72,-0.48,-2.88,7.69
1130796,20,1.91,0.03,0.21,0.32,9.72,0.00,-1.92,8.17
